COMID,ELEV,CANOPY,SLOPE,PRECIP,CUMDRAINAG,S1_93_11,S30_2040D
23608518,854.98,54.42,0.05765,795.38530,5.587,14.91000,16.62000
23608518,822.79,43.51,0.05765,795.38530,5.587,15.19000,16.91000
23608530,812.93,66.35,0.06895,722.11150,10.113,15.07000,16.78000
23608530,756.35,61.18,0.06895,722.11150,10.113,15.31000,17.04000
23608530,650.15,70.44,0.06895,722.11150,10.113,15.72000,17.47000
23624688,1190.02,1.86,0.03101,1366.35900,5.935,12.50000,14.11000
23624688,1163.99,20.19,0.03101,1366.35900,5.935,12.48000,14.10000
23624688,1156.31,65.67,0.03101,1366.35900,5.935,12.15000,13.74000
23624688,1147.49,32.76,0.03101,1366.35900,5.935,12.48000,14.09000
23608532,859.32,0.00,0.01526,692.00790,2.996,15.98000,17.74000
23608532,853.10,0.00,0.01526,692.00790,2.996,16.03000,17.79000
23608532,843.17,0.00,0.01526,692.00790,2.996,15.94000,17.69000
23608532,829.73,0.00,0.01526,692.00790,2.996,15.93000,17.69000
23608552,776.94,1.21,0.02842,646.51580,6.240,16.21000,17.97000
23608552,752.44,7.32,0.02842,646.51580,6.240,16.29000,18.06000
23623198,1049.38,70.59,0.01128,1286.58300,100.174,13.41000,15.06000
23623194,809.96,79.32,0.07675,1226.89900,119.713,14.00000,15.67000
23623194,692.01,64.81,0.07675,1226.89900,119.713,14.66000,16.36000
23630158,964.18,5.08,0.00916,1159.57300,12.089,13.56000,15.22000
23630158,959.60,9.84,0.00916,1159.57300,12.089,13.61000,15.27000
23623688,1199.45,66.59,0.02320,1249.71500,120.662,11.95000,13.54000
23623688,1173.03,72.30,0.02320,1249.71500,120.662,11.98000,13.57000
23623688,1152.16,46.74,0.02320,1249.71500,120.662,12.33000,13.94000
23631800,950.37,79.54,0.06479,956.46260,1.301,13.29000,14.93000
23608516,804.80,0.00,0.01216,640.40050,1.896,16.30000,18.07000
23608516,789.02,7.44,0.01216,640.40050,1.896,16.34000,18.11000
23608556,766.11,14.30,0.04270,638.33000,3.688,16.24000,18.01000
23608556,711.11,41.42,0.04270,638.33000,3.688,16.30000,18.07000
23630774,492.27,51.67,0.01616,790.51250,261.589,18.85000,20.72000
23631786,910.31,48.83,0.08735,968.74000,1.561,14.92000,16.63000
23623900,1270.01,89.89,0.12673,1425.05000,4.333,10.30000,11.82000
23623900,1133.04,82.80,0.12673,1425.05000,4.333,10.96000,12.51000
23632114,916.49,39.70,0.08662,1043.29900,4.005,14.21000,15.89000
23608502,902.30,0.00,0.03658,742.78190,1.562,15.48000,17.21000
23608502,865.48,0.00,0.03658,742.78190,1.562,15.66000,17.40000
23608502,858.72,0.00,0.03658,742.78190,1.562,15.71000,17.45000
23631780,924.43,55.25,0.09428,939.41870,2.878,13.68000,15.34000
23631780,833.74,87.94,0.09428,939.41870,2.878,13.87000,15.54000
23624646,1206.51,33.33,0.04076,1462.21100,2.902,11.80000,13.39000
23624646,1156.41,86.95,0.04076,1462.21100,2.902,11.58000,13.15000
23624646,1143.91,56.55,0.04076,1462.21100,2.902,11.90000,13.49000
23631778,795.26,86.03,0.16615,834.26000,2.155,13.97000,15.64000
23631778,585.76,68.17,0.16615,834.26000,2.155,15.15000,16.87000
23608506,859.11,0.00,0.02219,703.79790,1.928,15.83000,17.58000
23608506,845.38,0.25,0.02219,703.79790,1.928,16.00000,17.75000
23623530,941.26,43.00,0.01172,1017.25000,882.646,15.66000,17.40000
23623528,921.17,47.29,0.00874,1193.54500,899.280,15.62000,17.36000
23623528,915.79,39.69,0.00874,1193.54500,899.280,15.62000,17.36000
23623528,901.56,48.59,0.00874,1193.54500,899.280,15.52000,17.26000
23623528,902.60,58.72,0.00874,1193.54500,899.280,15.32000,17.05000
23607326,505.86,41.26,0.01490,630.40390,223.285,18.41000,20.26000
23588796,1692.70,62.40,0.03798,1825.37100,15.646,9.26000,10.74000
23623522,882.77,59.40,0.00470,1395.44900,938.048,15.08000,16.80000
23631332,976.15,48.02,0.01828,975.30400,12.670,13.33000,14.98000
23631332,963.01,11.46,0.01828,975.30400,12.670,13.87000,15.54000
23631332,948.76,21.71,0.01828,975.30400,12.670,13.99000,15.67000
23631332,935.46,21.88,0.01828,975.30400,12.670,14.12000,15.80000
23631332,895.21,12.23,0.01828,975.30400,12.670,14.45000,16.15000
23631332,889.10,24.04,0.01828,975.30400,12.670,14.55000,16.25000
23623690,1230.58,68.80,0.01988,1257.07200,110.504,11.85000,13.43000
23607536,895.24,2.29,0.03673,717.28340,3.423,15.51000,17.24000
23607536,866.05,0.00,0.03673,717.28340,3.423,15.67000,17.42000
23607536,858.92,0.00,0.03673,717.28340,3.423,15.73000,17.47000
23623692,1242.62,80.00,0.01072,1243.35000,105.968,11.80000,13.38000
23623676,1056.89,78.48,0.01317,1030.65400,222.272,12.17000,13.77000
23623678,1068.05,21.50,0.00516,1160.68000,212.642,12.45000,14.06000
23608508,810.21,0.00,0.02905,648.55010,1.714,16.09000,17.85000
23608508,775.18,3.23,0.02905,648.55010,1.714,16.07000,17.83000
23608474,859.71,62.59,0.10649,792.95000,4.567,14.50000,16.20000
23608474,808.44,56.11,0.10649,792.95000,4.567,14.83000,16.54000
23608474,639.46,47.44,0.10649,792.95000,4.567,15.69000,17.43000
23624542,853.28,57.28,0.05962,1321.74000,18.622,10.77000,12.31000
23631782,939.88,26.80,0.04327,1106.31000,2.792,14.58000,16.27000
23630734,961.11,39.95,0.04370,1054.32900,10.003,14.38000,16.07000
23623496,797.51,44.70,0.00678,1293.38100,1563.205,16.34000,18.11000
23623496,790.98,28.55,0.00678,1293.38100,1563.205,16.47000,18.25000
23623496,785.04,40.74,0.00678,1293.38100,1563.205,16.27000,18.04000
23623496,778.56,43.75,0.00678,1293.38100,1563.205,16.25000,18.01000
23631220,1025.77,60.38,0.12938,1283.11900,2.852,11.90000,13.49000
23631218,987.19,15.63,0.15240,901.08460,1.849,12.95000,14.58000
23631218,860.38,30.49,0.15240,901.08460,1.849,13.31000,14.95000
23608476,700.16,20.81,0.03286,625.88000,14.630,16.34000,18.11000
23623196,1030.91,44.91,0.05553,1275.47000,114.615,13.35000,15.00000
23623196,953.61,78.37,0.05553,1275.47000,114.615,13.41000,15.06000
23623196,874.72,78.72,0.05553,1275.47000,114.615,13.76000,15.43000
23631764,851.01,63.91,0.01049,961.57050,22.731,13.26000,14.90000
23631774,794.84,40.27,0.07074,955.91020,9.192,15.69000,17.44000
23631774,770.80,48.97,0.07074,955.91020,9.192,15.83000,17.58000
23631774,636.59,57.15,0.07074,955.91020,9.192,16.49000,18.26000
23607136,524.74,25.65,0.01189,699.96000,522.080,19.85000,21.76000
23608504,873.63,0.00,0.03300,708.69460,1.593,15.68000,17.43000
23608504,853.72,0.00,0.03300,708.69460,1.593,15.79000,17.54000
23608492,792.21,0.00,0.02221,652.21210,2.331,16.15000,17.91000
23608492,767.48,0.00,0.02221,652.21210,2.331,16.30000,18.07000
23623524,896.53,49.17,0.00385,1226.29700,904.675,15.25000,16.98000
23623540,996.32,59.09,0.00687,974.86320,666.666,15.76000,17.51000
23624556,1228.93,58.40,0.09830,1462.99000,1.275,11.16000,12.72000
23624622,1180.55,68.05,0.03630,1462.91100,4.032,11.68000,13.26000
23624622,1133.00,87.06,0.03630,1462.91100,4.032,11.73000,13.31000
23588798,1734.23,63.56,0.02966,1872.77000,6.514,8.91000,10.38000
23608462,971.98,83.26,0.15711,967.80830,1.211,13.25000,14.89000
23623192,643.93,45.75,0.00200,1188.13900,2766.653,17.76000,19.59000
23631228,997.15,22.15,0.03618,1139.69600,1.875,13.07000,14.71000
23631228,973.28,8.27,0.03618,1139.69600,1.875,13.45000,15.10000
23631228,959.64,7.52,0.03618,1139.69600,1.875,13.58000,15.24000
23631776,863.46,26.06,0.20747,833.51890,3.391,13.79000,15.46000
23631776,540.73,42.13,0.20747,833.51890,3.391,15.02000,16.74000
23607404,602.98,31.77,0.02111,632.24620,80.040,16.93000,18.72000
23607404,578.95,36.56,0.02111,632.24620,80.040,16.96000,18.75000
23609142,864.01,0.00,0.03510,733.93170,2.116,15.84000,17.59000
23609142,831.38,0.00,0.03510,733.93170,2.116,15.91000,17.67000
23608500,883.24,0.00,0.02391,719.86690,1.399,15.67000,17.41000
23608500,863.64,0.00,0.02391,719.86690,1.399,15.78000,17.53000
23608500,848.33,0.00,0.02391,719.86690,1.399,15.87000,17.62000
23608536,798.48,0.00,0.04861,630.29660,2.981,16.09000,17.85000
23608536,784.28,0.00,0.04861,630.29660,2.981,16.08000,17.84000
23608536,706.81,9.44,0.04861,630.29660,2.981,16.36000,18.13000
23624666,1221.63,29.55,0.03011,1458.73000,5.601,11.90000,13.49000
23624666,1171.04,60.48,0.03011,1458.73000,5.601,11.88000,13.47000
23624666,1157.01,62.80,0.03011,1458.73000,5.601,11.95000,13.54000
23624666,1144.11,49.27,0.03011,1458.73000,5.601,12.13000,13.73000
23624666,1141.12,63.22,0.03011,1458.73000,5.601,12.02000,13.61000
23623694,1291.02,52.58,0.03511,1556.73600,33.544,11.34000,12.90000
23623694,1254.05,30.95,0.03511,1556.73600,33.544,11.71000,13.29000
23623670,1026.09,70.77,0.00827,981.40000,230.007,12.81000,14.44000
23623670,1013.13,54.07,0.00827,981.40000,230.007,13.18000,14.82000
23607468,712.81,17.66,0.01103,625.88000,55.338,16.64000,18.42000
23607468,703.20,21.98,0.01103,625.88000,55.338,16.52000,18.30000
23623674,1039.08,81.71,0.01916,981.40000,224.263,12.40000,14.01000
23623536,984.93,46.73,0.00921,975.70060,677.032,15.74000,17.49000
23623536,975.13,61.05,0.00921,975.70060,677.032,15.57000,17.30000
23623536,969.18,33.73,0.00921,975.70060,677.032,15.77000,17.52000
23623520,885.02,46.03,0.00794,1370.26500,950.381,15.34000,17.07000
23623520,863.88,44.02,0.00794,1370.26500,950.381,15.56000,17.29000
23623538,994.74,54.88,0.00702,971.38000,668.724,15.77000,17.52000
23631762,851.19,15.76,0.15315,892.27000,2.459,14.23000,15.91000
23631762,694.25,35.06,0.15315,892.27000,2.459,14.52000,16.22000
23608472,792.47,17.48,0.12519,661.83730,1.498,15.48000,17.21000
23608472,585.43,76.00,0.12519,661.83730,1.498,15.89000,17.64000
23631798,974.30,74.88,0.10441,998.59540,1.824,12.87000,14.50000
23624528,1380.27,95.48,0.16744,1678.77800,5.711,9.26000,10.74000
23624528,1202.23,93.94,0.16744,1678.77800,5.711,10.07000,11.58000
23623526,891.23,32.56,0.00534,1373.43500,901.215,15.36000,17.09000
23608456,794.35,15.48,0.02208,701.55940,2.479,16.14000,17.90000
23608450,762.95,50.18,0.03382,732.61000,2.881,15.87000,17.62000
23624564,1144.83,24.90,0.06180,1438.68000,2.385,12.05000,13.65000
23624564,1097.89,26.96,0.06180,1438.68000,2.385,12.28000,13.88000
23631790,975.21,28.51,0.10319,1060.31600,1.435,13.32000,14.97000
23631790,902.69,51.85,0.10319,1060.31600,1.435,13.42000,15.07000
23608470,822.65,0.00,0.01540,657.46010,1.192,16.16000,17.92000
23608498,792.49,8.64,0.09649,639.53830,3.756,15.77000,17.51000
23608498,724.55,26.07,0.09649,639.53830,3.756,15.95000,17.70000
23608498,565.33,63.36,0.09649,639.53830,3.756,16.34000,18.11000
23631216,1180.44,30.26,0.06000,1370.45600,4.415,11.71000,13.29000
23631216,1113.98,77.43,0.06000,1370.45600,4.415,11.56000,13.14000
23631216,1071.46,27.46,0.06000,1370.45600,4.415,12.20000,13.80000
23589682,1935.84,64.27,0.10071,1783.85500,1.903,7.54000,8.95000
23589682,1794.81,67.39,0.10071,1783.85500,1.903,8.17000,9.61000
23623510,834.87,23.16,0.00352,1306.01000,1500.919,17.04000,18.84000
23624614,1194.15,60.51,0.05075,1436.18400,6.642,11.62000,13.19000
23624614,1142.49,40.58,0.05075,1436.18400,6.642,11.97000,13.56000
23624614,1120.95,44.02,0.05075,1436.18400,6.642,12.13000,13.72000
23624614,1096.04,53.57,0.05075,1436.18400,6.642,12.06000,13.66000
23624544,1073.53,64.63,0.03734,1160.68000,28.035,11.00000,12.56000
23631214,1158.61,29.56,0.09702,1337.63500,3.996,11.63000,13.21000
23631214,1061.34,31.60,0.09702,1337.63500,3.996,12.01000,13.60000
23607862,590.32,44.55,0.08595,792.95000,46.486,16.17000,17.93000
23630850,538.98,78.77,0.02611,835.56050,142.170,15.78000,17.53000
23630850,507.63,64.42,0.02611,835.56050,142.170,16.13000,17.89000
23607516,816.35,0.00,0.00697,690.77780,10.852,16.21000,17.97000
23607516,806.36,0.00,0.00697,690.77780,10.852,16.27000,18.04000
23607514,798.97,1.61,0.01007,650.54350,18.384,16.34000,18.11000
23607514,789.63,0.00,0.01007,650.54350,18.384,16.42000,18.20000
23607514,779.83,0.60,0.01007,650.54350,18.384,16.49000,18.27000
23631766,961.67,50.76,0.08556,974.04570,1.960,14.72000,16.42000
23631766,883.28,38.79,0.08556,974.04570,1.960,15.19000,16.91000
23624522,1110.00,69.50,0.08778,1160.68000,9.211,10.55000,12.08000
23631758,925.50,54.48,0.08160,1064.43000,1.732,13.27000,14.91000
23624512,827.00,55.89,0.15424,1255.10000,5.916,11.11000,12.66000
23608582,799.64,0.00,0.05182,592.48480,3.805,16.14000,17.90000
23608582,779.32,0.00,0.05182,592.48480,3.805,16.18000,17.94000
23608582,763.12,0.69,0.05182,592.48480,3.805,16.29000,18.05000
23608582,748.30,0.55,0.05182,592.48480,3.805,16.40000,18.17000
23608582,677.13,13.73,0.05182,592.48480,3.805,16.65000,18.43000
23608582,557.07,25.20,0.05182,592.48480,3.805,17.14000,18.94000
23624548,1368.02,49.53,0.16365,1295.40800,2.100,9.56000,11.05000
23607446,755.68,3.06,0.01610,651.98970,9.846,16.43000,18.20000
23607446,742.69,3.04,0.01610,651.98970,9.846,16.45000,18.22000
23623498,808.40,21.42,0.00506,1261.07600,1549.160,16.55000,18.33000
23607328,534.05,34.32,0.02474,672.69710,219.246,18.21000,20.06000
23630776,520.29,68.26,0.02193,786.02000,247.665,18.76000,20.63000
23624506,1752.77,21.31,0.10389,1768.31900,5.409,8.54000,9.99000
23624506,1586.04,18.93,0.10389,1768.31900,5.409,9.29000,10.77000
23624506,1523.66,55.69,0.10389,1768.31900,5.409,9.22000,10.70000
23623516,839.32,46.39,0.00430,1320.14700,975.930,16.18000,17.94000
23624710,1501.39,19.43,0.12176,1414.59600,10.926,9.73000,11.23000
23624710,1298.99,52.27,0.12176,1414.59600,10.926,10.37000,11.90000
23624710,1155.87,78.60,0.12176,1414.59600,10.926,10.72000,12.26000
23624710,1033.09,86.95,0.12176,1414.59600,10.926,11.22000,12.78000
23624710,925.22,54.86,0.12176,1414.59600,10.926,11.76000,13.34000
23624710,845.60,60.44,0.12176,1414.59600,10.926,12.03000,13.62000
23624710,764.99,60.20,0.12176,1414.59600,10.926,12.42000,14.03000
23631998,830.53,75.75,0.01293,919.65000,35.246,13.23000,14.87000
23631998,828.57,47.67,0.01293,919.65000,35.246,13.58000,15.24000
23607138,547.12,43.70,0.01345,710.73020,518.690,19.56000,21.46000
23623532,955.69,17.01,0.00418,1044.23500,874.136,15.88000,17.63000
23608484,717.70,55.68,0.06359,672.48850,18.568,15.89000,17.64000
23608484,632.93,57.07,0.06359,672.48850,18.568,16.18000,17.94000
23608452,779.77,2.26,0.01673,652.60660,2.284,16.39000,18.16000
23608448,754.27,15.50,0.01188,726.96650,14.365,16.42000,18.20000
23588800,1831.90,75.48,0.13932,1869.70400,2.911,7.60000,9.02000
23608538,806.44,0.00,0.04015,604.61180,3.689,16.14000,17.90000
23608538,784.64,2.92,0.04015,604.61180,3.689,16.24000,18.00000
23608538,756.47,4.78,0.04015,604.61180,3.689,16.31000,18.07000
23608538,698.74,24.70,0.04015,604.61180,3.689,16.43000,18.21000
23608544,570.58,24.46,0.17197,577.22000,3.756,16.28000,18.05000
23624524,1135.64,64.85,0.07154,1160.68000,17.650,10.60000,12.13000
23608442,899.72,70.00,0.08604,994.00370,6.975,13.94000,15.62000
23608442,828.48,64.57,0.08604,994.00370,6.975,14.45000,16.14000
23631212,1068.71,21.92,0.00484,1339.59600,12.384,12.67000,14.29000
23623534,963.39,26.86,0.00194,975.45340,681.403,15.95000,17.70000
23607470,725.57,4.21,0.00610,638.94840,50.530,16.76000,18.55000
23630198,691.06,34.94,0.03316,901.44510,58.767,14.02000,15.69000
23630198,654.35,37.20,0.03316,901.44510,58.767,14.20000,15.88000
23631746,733.37,72.62,0.11288,919.65000,6.787,14.39000,16.08000
23630778,545.82,62.79,0.00533,786.02000,241.166,18.95000,20.83000
23623500,813.25,16.45,0.00509,1278.01100,1541.855,16.57000,18.35000
23631238,1086.52,39.58,0.03215,1075.91100,9.284,12.51000,14.13000
23631238,1001.42,31.69,0.03215,1075.91100,9.284,13.09000,14.73000
23631238,988.53,26.62,0.03215,1075.91100,9.284,13.26000,14.90000
23631238,975.88,10.02,0.03215,1075.91100,9.284,13.46000,15.11000
23631238,971.35,21.69,0.03215,1075.91100,9.284,13.51000,15.16000
23631238,937.23,11.29,0.03215,1075.91100,9.284,13.80000,15.47000
23631238,913.30,22.03,0.03215,1075.91100,9.284,13.89000,15.56000
23631238,903.32,22.15,0.03215,1075.91100,9.284,14.01000,15.68000
23631238,889.46,33.02,0.03215,1075.91100,9.284,14.06000,15.74000
23630202,741.59,45.70,0.04999,937.99220,37.112,13.59000,15.24000
23631224,705.03,89.58,0.07113,765.43210,2.919,14.42000,16.12000
23631224,648.91,46.75,0.07113,765.43210,2.919,15.10000,16.81000
23631224,548.53,67.66,0.07113,765.43210,2.919,15.40000,17.13000
23624502,1118.88,94.03,0.13400,1330.70000,8.527,10.92000,12.46000
23624502,974.45,89.60,0.13400,1330.70000,8.527,11.55000,13.13000
23624502,833.03,74.72,0.13400,1330.70000,8.527,12.28000,13.89000
23624502,705.95,78.86,0.13400,1330.70000,8.527,12.77000,14.40000
23624502,621.18,70.17,0.13400,1330.70000,8.527,13.17000,14.81000
23631750,869.10,65.55,0.13146,919.65000,1.267,13.66000,15.32000
23631756,817.78,32.69,0.11120,817.59200,1.842,15.28000,17.00000
23631756,737.69,73.87,0.11120,817.59200,1.842,15.42000,17.16000
23630756,1011.27,45.72,0.05988,1106.31000,1.072,14.23000,15.92000
23630754,997.81,28.53,0.03097,1019.56700,7.139,14.65000,16.36000
23630754,986.79,32.16,0.03097,1019.56700,7.139,14.59000,16.29000
23630754,970.95,40.81,0.03097,1019.56700,7.139,14.55000,16.25000
23630754,956.37,64.64,0.03097,1019.56700,7.139,14.38000,16.07000
23630752,852.02,67.43,0.10250,948.83000,7.456,14.42000,16.11000
23631784,975.83,52.97,0.05037,1106.31000,0.940,14.18000,15.87000
23631772,1000.44,53.96,0.05073,995.00920,1.160,14.00000,15.68000
23631226,791.13,84.44,0.08633,793.79880,6.552,13.87000,15.54000
23631226,702.68,80.00,0.08633,793.79880,6.552,14.37000,16.06000
23631226,633.01,74.68,0.08633,793.79880,6.552,14.69000,16.40000
23631226,550.25,63.45,0.08633,793.79880,6.552,15.22000,16.94000
23630200,717.11,54.78,0.00416,905.65000,51.275,13.81000,15.48000
23630736,987.57,17.49,0.01554,1103.11700,5.299,14.77000,16.48000
23630160,1015.47,13.67,0.04838,1230.56400,3.592,12.83000,14.46000
23630160,983.77,32.67,0.04838,1230.56400,3.592,12.86000,14.49000
23624498,964.55,90.38,0.20152,1176.77200,4.289,11.81000,13.40000
23624498,763.41,82.80,0.20152,1176.77200,4.289,12.78000,14.41000
23624498,653.06,73.27,0.20152,1176.77200,4.289,13.31000,14.95000
23607518,863.65,0.22,0.02333,744.54000,4.501,15.87000,17.62000
23607518,841.17,10.19,0.02333,744.54000,4.501,15.82000,17.57000
23607518,823.21,1.63,0.02333,744.54000,4.501,16.00000,17.75000
23623508,835.59,15.60,0.00279,1306.01000,1503.889,17.17000,18.98000
23631210,1049.08,43.38,0.05947,1128.95300,6.183,12.34000,13.95000
23631210,1048.38,42.91,0.05947,1128.95300,6.183,12.28000,13.89000
23631210,979.16,36.00,0.05947,1128.95300,6.183,12.65000,14.27000
23607866,675.16,53.59,0.06635,789.17380,41.498,15.80000,17.55000
23623504,821.63,25.48,0.00818,1306.01000,1511.565,16.77000,18.56000
23607330,568.48,54.60,0.02382,669.81200,212.501,18.01000,19.85000
23623506,830.51,38.50,0.00617,1353.67500,1508.134,16.82000,18.61000
23630856,683.19,57.37,0.03355,879.62540,100.217,15.03000,16.75000
23624530,1195.89,11.26,0.17963,980.91870,1.742,10.81000,12.35000
23624530,1023.27,21.44,0.17963,980.91870,1.742,11.57000,13.15000
23624490,1095.03,91.92,0.05675,1584.59100,11.248,11.26000,12.83000
23623518,851.33,51.56,0.00637,1321.74000,956.028,15.82000,17.57000
23623518,844.50,26.93,0.00637,1321.74000,956.028,16.06000,17.82000
23608444,756.89,41.71,0.02124,732.61000,11.360,16.12000,17.89000
23623898,1015.83,83.66,0.07942,1416.52600,28.336,11.68000,13.26000
23623898,939.63,75.82,0.07942,1416.52600,28.336,12.07000,13.66000
23623898,833.62,84.21,0.07942,1416.52600,28.336,12.44000,14.05000
23623898,747.75,88.79,0.07942,1416.52600,28.336,12.72000,14.35000
23623898,675.46,88.02,0.07942,1416.52600,28.336,12.97000,14.61000
23623898,615.86,65.06,0.07942,1416.52600,28.336,13.36000,15.01000
23608454,668.64,48.67,0.17479,673.10000,3.387,15.57000,17.31000
23624536,1582.30,30.92,0.19396,1435.38200,1.613,8.63000,10.09000
23624536,1335.74,29.28,0.19396,1435.38200,1.613,9.79000,11.29000
23631754,892.32,70.76,0.02506,1038.86100,10.738,13.31000,14.96000
23631754,848.08,64.08,0.02506,1038.86100,10.738,13.47000,15.12000
23630858,706.81,84.55,0.01422,919.65000,90.184,14.71000,16.41000
23630780,561.78,63.18,0.02514,796.42410,232.609,18.89000,20.77000
23631362,1142.37,50.54,0.13234,1192.69500,1.495,11.29000,12.85000
23631362,993.29,52.58,0.13234,1192.69500,1.495,11.88000,13.47000
23623190,640.26,24.22,0.00000,1177.55000,2773.842,17.83000,19.66000
23608432,818.70,3.13,0.05768,673.10000,1.633,16.00000,17.75000
23608432,733.68,36.23,0.05768,673.10000,1.633,16.08000,17.84000
23624534,1306.88,32.69,0.22224,982.27840,1.760,9.61000,11.11000
23632532,500.68,74.29,0.10597,892.27000,11.605,15.26000,16.99000
23624482,1621.53,23.16,0.15541,1664.10200,2.484,8.52000,9.97000
23631734,808.85,65.35,0.11408,945.77750,6.389,15.59000,17.33000
23608422,817.84,4.25,0.02171,661.65770,1.516,16.08000,17.84000
23608422,797.58,0.00,0.02171,661.65770,1.516,16.21000,17.97000
23630204,904.13,26.48,0.03196,968.93000,30.795,13.02000,14.65000
23630204,867.51,26.98,0.03196,968.93000,30.795,13.19000,14.84000
23630204,821.27,32.74,0.03196,968.93000,30.795,13.54000,15.19000
23630782,584.69,53.26,0.04334,834.94880,168.508,19.01000,20.89000
23607302,706.98,52.82,0.04021,709.00760,41.348,16.08000,17.84000
23607302,657.03,53.72,0.04021,709.00760,41.348,16.31000,18.07000
23607302,621.38,50.26,0.04021,709.00760,41.348,16.42000,18.20000
23624520,1275.66,62.23,0.20205,1314.63900,4.616,9.07000,10.54000
23624520,1086.10,72.37,0.20205,1314.63900,4.616,9.72000,11.22000
23624520,909.66,54.11,0.20205,1314.63900,4.616,10.56000,12.10000
23631738,566.23,87.47,0.15836,892.27000,9.813,14.57000,16.27000
23607868,728.86,73.82,0.03346,792.79730,34.753,15.53000,17.27000
23623702,1285.28,44.29,0.02884,1382.98600,72.392,11.19000,12.75000
23623702,1249.98,47.77,0.02884,1382.98600,72.392,11.43000,13.00000
23608418,795.87,55.14,0.03756,993.94000,8.385,15.01000,16.73000
23631206,768.61,33.81,0.10845,887.76570,3.105,14.05000,15.72000
23631206,715.34,61.56,0.10845,887.76570,3.105,14.01000,15.68000
23631206,550.93,88.97,0.10845,887.76570,3.105,14.45000,16.14000
23608464,802.51,40.03,0.14540,717.69850,1.202,14.92000,16.63000
23608464,544.33,58.60,0.14540,717.69850,1.202,15.90000,17.65000
23630348,1072.28,13.13,0.02558,1250.67200,3.705,12.77000,14.40000
23623188,640.38,37.13,0.00239,1177.47700,2785.513,17.62000,19.45000
23631380,1049.23,38.84,0.02805,1334.95100,21.173,12.44000,14.05000
23631380,1002.75,47.16,0.02805,1334.95100,21.173,12.54000,14.16000
23608458,793.78,0.48,0.03697,636.43110,1.621,16.13000,17.89000
23608458,753.91,6.56,0.03697,636.43110,1.621,16.26000,18.02000
23607870,765.64,56.40,0.02441,864.05300,30.945,15.46000,17.19000
23631204,721.18,74.34,0.11421,797.37070,2.819,14.07000,15.75000
23631204,636.19,81.40,0.11421,797.37070,2.819,14.39000,16.08000
23624478,1561.19,78.55,0.11672,1610.85800,8.239,8.69000,10.15000
23624478,1427.42,76.78,0.11672,1610.85800,8.239,9.35000,10.83000
23624478,1319.68,86.73,0.11672,1610.85800,8.239,9.78000,11.29000
23624478,1178.38,88.94,0.11672,1610.85800,8.239,10.38000,11.91000
23624508,1577.67,10.19,0.11589,1263.46500,7.297,8.99000,10.46000
23624508,1454.78,53.09,0.11589,1263.46500,7.297,9.12000,10.60000
23624508,1322.48,71.43,0.11589,1263.46500,7.297,9.49000,10.98000
23624508,1237.34,56.83,0.11589,1263.46500,7.297,9.93000,11.44000
23589680,1889.38,81.08,0.06287,1881.73100,7.706,7.69000,9.11000
23589680,1830.31,75.91,0.06287,1881.73100,7.706,8.03000,9.46000
23589680,1755.10,73.26,0.06287,1881.73100,7.706,8.52000,9.97000
23589678,1817.60,70.66,0.08676,1872.43300,3.164,7.99000,9.41000
23589678,1753.52,70.97,0.08676,1872.43300,3.164,8.30000,9.75000
23624518,1241.99,67.17,0.08648,1160.68000,5.585,10.00000,11.51000
23631770,1006.57,28.93,0.04147,1078.41800,1.551,14.23000,15.91000
23631770,961.65,71.00,0.04147,1078.41800,1.551,14.14000,15.82000
23608440,738.85,1.41,0.02323,655.49180,18.167,16.52000,18.30000
23631324,1127.23,32.28,0.05321,1300.30600,4.252,12.07000,13.66000
23631324,1087.93,49.38,0.05321,1300.30600,4.252,12.11000,13.71000
23608468,792.05,0.95,0.03030,637.27780,1.842,16.20000,17.96000
23608468,765.58,6.21,0.03030,637.27780,1.842,16.29000,18.06000
23631726,785.93,66.02,0.02915,919.65000,42.883,13.72000,15.38000
23608466,769.15,3.08,0.01768,639.18460,11.586,16.39000,18.16000
23608466,751.45,0.00,0.01768,639.18460,11.586,16.52000,18.30000
23623722,972.03,23.00,0.01021,1008.20100,189.010,12.82000,14.44000
23623722,962.01,3.08,0.01021,1008.20100,189.010,13.07000,14.70000
23631202,1050.40,40.48,0.08765,1220.85000,2.654,12.10000,13.69000
23623908,1610.79,89.08,0.10128,1612.57800,19.673,8.19000,9.63000
23623908,1496.66,86.24,0.10128,1612.57800,19.673,8.74000,10.20000
23623908,1450.65,67.18,0.10128,1612.57800,19.673,9.11000,10.59000
23623908,1399.54,59.24,0.10128,1612.57800,19.673,9.42000,10.91000
23623908,1314.21,82.02,0.10128,1612.57800,19.673,9.56000,11.06000
23623908,1214.03,80.07,0.10128,1612.57800,19.673,10.02000,11.53000
23623908,1101.89,84.00,0.10128,1612.57800,19.673,10.47000,12.00000
23623908,938.11,73.22,0.10128,1612.57800,19.673,11.22000,12.79000
23623724,982.50,46.00,0.01058,999.17000,179.405,12.43000,14.04000
23630852,594.72,61.51,0.02671,872.63610,135.366,15.50000,17.24000
23607872,804.17,57.09,0.04631,998.27070,20.458,14.96000,16.68000
23630196,648.42,41.31,0.02534,890.32000,62.205,14.28000,15.96000
23624514,1264.94,73.90,0.23162,1365.51700,1.292,9.20000,10.68000
